terme,definition,reference,exclusions,langue,doc_id,modele,nom_scientifique,exchanges
registre des ordures,MODÈLE DE REGISTRE DES ORDURES Nom du navire : Numéro ou lettres distinctifs : Numéro OMI : Période allant du : au :,Appendice,,fr,I006,qwen3-8b,,
opération d'évacuation,"ou chaque incinération une fois achevée, doit être consignée dans un registre. Ces opérations comprennent les rejets dans la mer, l'évacuation dans des installations de réception ou le transfert à bord d'autres navires, ainsi que la perte accidentelle d'ordures.","règle 10 de l'annexe V de la convention internationale de 1973 pour la prévention de la pollution par les navires, telle que modifiée par le Protocole de 1978 (MARPOL)",,fr,I006,qwen3-8b,,
incinération,"une fois achevée, doit être consignée dans un registre. Ces opérations comprennent les rejets dans la mer, l'évacuation dans des installations de réception ou le transfert à bord d'autres navires, ainsi que la perte accidentelle d'ordures.","règle 10 de l'annexe V de la convention internationale de 1973 pour la prévention de la pollution par les navires, telle que modifiée par le Protocole de 1978 (MARPOL)",,fr,I006,qwen3-8b,,
rejets dans la mer,"Ces opérations comprennent les rejets dans la mer, l'évacuation dans des installations de réception ou le transfert à bord d'autres navires, ainsi que la perte accidentelle d'ordures.","règle 10 de l'annexe V de la convention internationale de 1973 pour la prévention de la pollution par les navires, telle que modifiée par le Protocole de 1978 (MARPOL)",,fr,I006,qwen3-8b,,
évacuation dans des installations de réception,"Ces opérations comprennent les rejets dans la mer, l'évacuation dans des installations de réception ou le transfert à bord d'autres navires, ainsi que la perte accidentelle d'ordures.","règle 10 de l'annexe V de la convention internationale de 1973 pour la prévention de la pollution par les navires, telle que modifiée par le Protocole de 1978 (MARPOL)",,fr,I006,qwen3-8b,,
transfert à bord d'autres navires,"Ces opérations comprennent les rejets dans la mer, l'évacuation dans des installations de réception ou le transfert à bord d'autres navires, ainsi que la perte accidentelle d'ordures.","règle 10 de l'annexe V de la convention internationale de 1973 pour la prévention de la pollution par les navires, telle que modifiée par le Protocole de 1978 (MARPOL)",,fr,I006,qwen3-8b,,
perte accidentelle d'ordures,"Ces opérations comprennent les rejets dans la mer, l'évacuation dans des installations de réception ou le transfert à bord d'autres navires, ainsi que la perte accidentelle d'ordures.","règle 10 de l'annexe V de la convention internationale de 1973 pour la prévention de la pollution par les navires, telle que modifiée par le Protocole de 1978 (MARPOL)",,fr,I006,qwen3-8b,,
Ordures,"désigne tous les types de déchets alimentaires, déchets domestiques et déchets d'exploitation, toutes les matières plastiques, les résidus de cargaison, les cendres d'incinération, les huiles à friture, les apparaux de pêche et les carcasses d'animaux qui sont produits au cours de l'exploitation normale du navire et sont susceptibles d'être évacués de façon continue ou périodique, à l'exception des substances qui sont définies ou énumérées dans d'autres annexes de ladite convention.",Définitions,le poisson frais entier ou non qui provient des activités de pêche menées au cours du voyage ou d'activités d'aquaculture qui comprennent le transport de poisson ou de crustacés en vue de leur transfert dans des installations aquacoles et le transport de poisson ou de crustacés depuis ces installations jusqu'à terre aux fins de traitement.,fr,I006,qwen3-8b,,
Ordures,ne comprennent pas le poisson frais entier ou non qui provient des activités de pêche menées au cours du voyage ou d'activités d'aquaculture qui comprennent le transport de poisson ou de crustacés en vue de leur transfert dans des installations aquacoles et le transport de poisson ou de crustacés depuis ces installations jusqu'à terre aux fins de traitement.,Définitions,le poisson frais entier ou non qui provient des activités de pêche menées au cours du voyage ou d'activités d'aquaculture qui comprennent le transport de poisson ou de crustacés en vue de leur transfert dans des installations aquacoles et le transport de poisson ou de crustacés depuis ces installations jusqu'à terre aux fins de traitement.,fr,I006,qwen3-8b,,
Description des ordures,"Aux fins de la tenue du registre des ordures (ou du livre de bord réglementaire du navire), les ordures doivent être regroupées dans les catégories suivantes :",3. Description des ordures,,fr,I006,qwen3-8b,,
A,matières plastiques.,3. Description des ordures,,fr,I006,qwen3-8b,,
B,déchets alimentaires.,3. Description des ordures,,fr,I006,qwen3-8b,,
C,déchets domestiques.,3. Description des ordures,,fr,I006,qwen3-8b,,
D,huiles à friture.,3. Description des ordures,,fr,I006,qwen3-8b,,
E,cendres d'incinération.,3. Description des ordures,,fr,I006,qwen3-8b,,
F,déchets d'exploitation.,3. Description des ordures,,fr,I006,qwen3-8b,,
G,résidus de cargaison.,3. Description des ordures,,fr,I006,qwen3-8b,,
H,carcasse(s) d'animal(aux).,3. Description des ordures,,fr,I006,qwen3-8b,,
I,apparaux de pêche.,3. Description des ordures,,fr,I006,qwen3-8b,,
Mentions portées dans le registre des ordures,Des mentions doivent être portées dans le registre des ordures pour chacune des opérations suivantes :,4. Mentions portées dans le registre des ordures,,fr,I006,qwen3-8b,,
Evacuation d'ordures dans une installation de réception à terre ou transfert à bord d'autres navires,".1 date et heure de l'évacuation ; .2 port ou installation, ou nom du navire ; .3 catégories d'ordures évacuées ; .4 quantité estimative évacuée, pour chaque catégorie, en mètres cubes ; .5 signature de l'officier responsable de l'opération.",4.1.1. Evacuation d'ordures dans une installation de réception à terre (3) ou transfert à bord d'autres navires,,fr,I006,qwen3-8b,,
Incinération d'ordures,".1 date et heure du début et de la fin de l'incinération ; .2 position du navire (latitude et longitude) au début et à la fin de l'incinération ; .3 catégorie d'ordures incinérées ; .4 quantité estimative incinérée, en mètres cubes ; .5 signature de l'officier responsable de l'opération.",4.1.2. Incinération d'ordures,,fr,I006,qwen3-8b,,
"Rejet d'ordures dans la mer effectué conformément aux règles 4, 5 ou 6 de l'annexe V de MARPOL",".1 date et heure du rejet ; .2 position du navire (latitude et longitude). Note pour les rejets de résidus de cargaison : inclure la position du navire au début et à la fin du rejet ; .3 catégorie d'ordures rejetées ; .4 quantité estimative rejetée, pour chaque catégorie, en mètres cubes ; .5 signature de l'officier responsable de l'opération.","4.1.3. Rejet d'ordures dans la mer effectué conformément aux règles 4, 5 ou 6 de l'annexe V de MARPOL",,fr,I006,qwen3-8b,,
Perte ou rejet accidentel ou exceptionnel d'ordures,.,4.1.4. Perte ou rejet accidentel ou exceptionnel d'ordu,,fr,I006,qwen3-8b,,
res dans la mer,"y compris conformément à la règle 7 de l'annexe V de MARPOL : .1 date et heure de l'incident ; .2 port ou position du navire au moment de l'incident (latitude, longitude et profondeur d'eau si elle est connue) ; .3 catégories d'ordures rejetées ou perdues ; .4 quantité estimative d'ordures de chaque catégorie, en mètres cubes ; .5 cause d",Règle 7 / Annexe V de MARPOL,,fr,I006,qwen3-8b,,
Administration,"the Government of the State under whose authority the ship is operating. With respect to a ship entitled to fly a flag of a State, the Administration is the Government of that State. With respect to fixed or floating platforms engaged in exploration and exploitation of the sea-bed and subsoil thereof adjacent to the coast over which the coastal State exercises sovereign rights for the purposes of exploration and exploitation of their natural resources, the Administration is the Government of the coastal State concerned.",Article 2 / (1),,en,I007,qwen3-8b,,
Anti-fouling system,"a coating, paint, surface treatment, surface, or device that is used on a ship to control or prevent attachment of unwanted organisms.",Article 2 / (2),,en,I007,qwen3-8b,,
Committee,the Marine Environment Protection Committee of the Organization.,Article 2 / (3),,en,I007,qwen3-8b,,
Gross tonnage,"the gross tonnage calculated in accordance with the tonnage measurement regulations contained in Annex 1 to the International Convention on Tonnage Measurement of Ships, 19691, or any successor Convention.",Article 2 / (4),,en,I007,qwen3-8b,,
International voyage,"a voyage by a ship entitled to fly the flag of one State to or from a port, shipyard, or offshore terminal under the jurisdiction of another State.",Article 2 / (5),,en,I007,qwen3-8b,,
Length,"the length as defined in the International Convention on Load Lines, 19662, as modified by the Protocol of 19883 relating thereto, or any successor Convention.",Article 2 / (6),,en,I007,qwen3-8b,,
Organization,the International Maritime Organization.,Article 2 / (7),,en,I007,qwen3-8b,,
Secretary-General,the Secretary-General of the Organization.,Article 2 / (8),,en,I007,qwen3-8b,,
Ship,"a vessel of any type whatsoever operating in the marine environment and includes hydrofoil boats, air-cushion vehicles, submersibles, floating craft, fixed or floating platforms, floating storage units (FSUs) and floating production storage and off-loading units (FPSOs).",Article 2 / (9),,en,I007,qwen3-8b,,
Technical Group,"a body comprised of representatives of the Parties, Members of the Organization, the United Nations and its Specialized Agencies, intergovernmental organizations having agreements with the Organization, and non-governmental organizations in consultative status with the Organization, which should preferably include representatives of institutions and laboratories that engage in anti-fouling system analysis. These representatives shall have expertise in environmental fate and effects, toxicological effects, marine biology, human health, economic analysis, risk management, international shipping, anti-fouling systems coating technology, or other fields of expertise necessary to objectively review the technical merits of a comprehensive proposal.",Article 2 / (10),,en,I007,qwen3-8b,,
anti-fouling system,an anti-fouling system which is controlled through an amendment to Annex 1 following entry into force of this Convention,ARTICLE 5,,en,I007,qwen3-8b,,
wastes,wastes from the application or removal of an anti-fouling system controlled in Annex 1,ARTICLE 5,,en,I007,qwen3-8b,,
amendment,an amendment to Annex 1,ARTICLE 6,,en,I007,qwen3-8b,,
initial proposal,an initial proposal shall contain the information required in Annex 2,ARTICLE 6,,en,I007,qwen3-8b,,
comprehensive proposal,a comprehensive proposal containing the information required in Annex 3,ARTICLE 6,,en,I007,qwen3-8b,,
technical group,a technical group in accordance with article 7,ARTICLE 6,,en,I007,qwen3-8b,,
non-target organisms,non-target organisms or human health,ARTICLE 6,,en,I007,qwen3-8b,,
adverse effects,adverse effects on non-target organisms or human health,ARTICLE 6,,en,I007,qwen3-8b,,
unreasonable risk,unreasonable risk of adverse effects on non-target organisms or human health,ARTICLE 6,,en,I007,qwen3-8b,,
serious or irreversible damage,serious or irreversible damage,ARTICLE 6,,en,I007,qwen3-8b,,
scientific certainty,lack of full scientific certainty,ARTICLE 6,,en,I007,qwen3-8b,,
evaluation of the proposal,evaluation of the proposal,ARTICLE 6,,en,I007,qwen3-8b,,
anti-fouling system,"the consumption of affected seafood, or through controlled studies based on the data described in Annex 3 and any other relevant data which come to light;",(a)(i),,en,I007,qwen3-8b,,
control measures,the potential risk reduction attributable to the proposed control measures and any other control measures that may be considered by the technical group;,(a)(ii),,en,I007,qwen3-8b,,
cost-effectiveness,the technical feasibility of control measures and the cost-effectiveness of the proposal;,(a)(iii),,en,I007,qwen3-8b,,
environment,"other effects from the introduction of such control measures relating to: - the environment (including, but not limited to, the cost of inaction and the impact on air quality);",(a)(iv),,en,I007,qwen3-8b,,
shipyard health and safety concerns,other effects from the introduction of such control measures relating to: - shipyard health and safety concerns (i.e. effects on shipyard workers);,(a)(iv),,en,I007,qwen3-8b,,
international shipping,other effects from the introduction of such control measures relating to: - the cost to international shipping and other relevant sectors;,(a)(iv),,en,I007,qwen3-8b,,
alternatives,"availability of suitable alternatives, including a consideration of the potential risks of alternatives.",(a)(v),,en,I007,qwen3-8b,,
technical group's report,"shall be in writing and shall take into account each of the evaluations and considerations referred to in subparagraph (a), except that the technical group may decide not to proceed with the evaluations and considerations described in subparagraph (a)(ii) through (a)(v) if it determines after the evaluation in subparagraph (a)(i) that the proposal does not warrant further consideration.",(b),,en,I007,qwen3-8b,,
recommendation,"shall include, inter alia, a recommendation on whether international controls pursuant to this Convention are warranted on the anti-fouling system in question, on the suitability of the specific control measures suggested in the comprehensive proposal, or on other control measures which it believes to be more suitable.",(c),,en,I007,qwen3-8b,,
Committee,"shall decide whether to approve any proposal to amend Annex 1, and any modifications thereto, if appropriate, taking into account the technical group's report. If the report finds a threat of serious or irreversible damage, lack of full scientific certainty shall not, itself, be used as a reason to prevent a decision from being taken to list an anti-fouling system in Annex 1. The proposed amendments to Annex 1, if approved by the Committee, shall be circulated in accordance with article 16(2)(a). A decision not to approve the proposal shall not preclude future submission of a new proposal with respect to a particular anti-fouling",(5),,en,I007,qwen3-8b,,
Party,the Parties,ARTICLE 7 (1),,en,I007,qwen3-8b,,
Committee,the Committee,ARTICLE 7 (1),,en,I007,qwen3-8b,,
technical group,a technical group,ARTICLE 7 (1),,en,I007,qwen3-8b,,
anti-fouling systems,anti-fouling systems,ARTICLE 8 (1),,en,I007,qwen3-8b,,
surveyors,surveyors,ARTICLE 9 (1)(a),,en,I007,qwen3-8b,,
recognized organizations,recognized organizations,ARTICLE 9 (1)(a),,en,I007,qwen3-8b,,
Organization,the Organization,ARTICLE 9 (1)(a),,en,I007,qwen3-8b,,
anti-fouling system,means a system applied to the hull of a ship to prevent the growth of marine organisms on the hull of the ship,Article 6 / Rule 1,,en,I007,qwen3-8b,,
International Anti-fouling System Certificate,means a certificate issued by the Administration of a Party in accordance with Annex 4,Article 6 / Rule 1,,en,I007,qwen3-8b,,
Declaration on Anti-fouling System,means a declaration made by the owner of a ship in accordance with Annex 4,Article 6 / Rule 1,,en,I007,qwen3-8b,,
valid International Anti-fouling System Certificate,means a certificate issued by the Administration of a Party in accordance with Annex 4 and which is current and applicable to the ship,Article 6 / Rule 1,,en,I007,qwen3-8b,,
ship,means a vessel used or intended to be used for the transport of goods or persons by sea,Article 6 / Rule 1,,en,I007,qwen3-8b,,
Party,means a State which has ratified or acceded to this Convention,Article 6 / Rule 1,,en,I007,qwen3-8b,,
Administration,"means the competent authority of a Party responsible for the survey, certification, and inspection of ships flying its flag",Article 6 / Rule 1,,en,I007,qwen3-8b,,
violation,Any violation of this Convention shall be prohibited and sanctions shall be established therefor under the law of the Administration of the ship concerned wherever the violation occurs.,Article 12 (1),,en,I007,qwen3-8b,,
violation,Any violation of this Convention within the jurisdiction of any Party shall be prohibited and sanctions shall be established therefor under the law of that Party.,Article 12 (2),,en,I007,qwen3-8b,,
undue delay or detention of ships,All possible efforts shall be made to avoid a ship being unduly detained or delayed under article 11 or 12.,Article 13 (1),,en,I007,qwen3-8b,,
undue delay or detention of ships,"When a ship is unduly detained or delayed under article 11 or 12, it shall be entitled to compensation for any loss or damage suffered.",Article 13 (2),,en,I007,qwen3-8b,,
dispute,"Parties shall settle any dispute between them concerning the interpretation or application of this Convention by negotiation, enquiry, mediation, conciliation, arbitration, judicial settlement, resort to regional agencies or arrangements, or other peaceful means of their own choice.",Article 14,,en,I007,qwen3-8b,,
relationship to international law of the sea,Nothing in this Convention shall prejudice the rights and obligations of any State under customary international law as reflected in the United Nations Convention on the Law of the Sea4.,Article 15,,en,I007,qwen3-8b,,
amendment,This Convention may be amended by either of the procedures specified in the following paragraphs.,Article 16 (1),,en,I007,qwen3-8b,,
amendment,"A proposed amendment shall be submitted to the Secretary-General, who shall then circulate it to the Parties and Members of the Organization at least six months prior to its consideration.",Article 4 (a),,en,I007,qwen3-8b,,
amendment,An amendment proposed and circulated as above shall be referred to the Committee for consideration.,Article 4 (b),,en,I007,qwen3-8b,,
amendment,"Amendments shall be adopted by a two-thirds majority of the Parties present and voting in the Committee, on condition that at least one-third of the Parties shall be present at the time of voting.",Article 4 (c),,en,I007,qwen3-8b,,
amendment,Amendments adopted in accordance with subparagraph (c) shall be communicated by the Secretary-General to the Parties for acceptance.,Article 4 (d),,en,I007,qwen3-8b,,
amendment,"An amendment shall be deemed to have been accepted in the following circumstances: (i) An amendment to an article of this Convention shall be deemed to have been accepted on the date on which two-thirds of the Parties have notified the Secretary-General of their acceptance of it. (ii) An amendment to an Annex shall be deemed to have been accepted at the end of twelve months after the date of adoption or such other date as determined by the Committee. However, if by that date more than one-third of the Parties notify the Secretary-General that they object to the amendment, it shall be deemed not to have been accepted.",Article 4 (e),,en,I007,qwen3-8b,,
amendment,"An amendment shall enter into force under the following conditions: (i) An amendment to an article of this Convention shall enter into force for those Parties that have declared that they have accepted it six months after the date on which it is deemed to have been accepted in accordance with subparagraph (e)(i). (ii) An amendment to Annex 1 shall enter into force with respect to all Parties six months after the date on which it is deemed to have been accepted, except for any Party that has: (1) notified its objection to the amendment in accordance with subparagraph (e)(ii) and that has not withdrawn such objection; (2) notified the Secretary-General, prior to the entry into force of such amendment, that the amendment shall enter into force for it only after a subsequent notification of its acceptance; or (3) made a declaration at the time it deposits its instrument of ratification, acceptance or approval of, or accession to, this Convention that amendments to Annex 1 shall enter into force for it only after the notification to the Secretary-General of its acceptance with respect to",Article 4 (f),,en,I007,qwen3-8b,,
amendment,"An amendment to an Annex other than Annex 1 shall enter into force with respect to all Parties six months after the date on which it is deemed to have been accepted, except for those Parties that have notified their objection to the amendment in accordance with subparagraph (e)(ii) and that have not withdrawn such objection.",Article 16 / Rule 3 (i),,en,I007,qwen3-8b,,
amendment,"A Party that has notified an objection under subparagraph (f)(ii)(1) or (iii) may subsequently notify the Secretary-General that it accepts the amendment. Such amendment shall enter into force for such Party six months after the date of its notification of acceptance, or the date on which the amendment enters into force, whichever is the later date.",Article 16 / Rule 3 (g) (i),,en,I007,qwen3-8b,,
amendment,"If a Party that has made a notification or declaration referred to in subparagraph (f)(ii)(2) or (3), respectively, notifies the Secretary-General of its acceptance with respect to an amendment, such amendment shall enter into force for such Party six months after the date of its notification of acceptance, or the date on which the amendment enters into force, whichever is the later date.",Article 16 / Rule 3 (g) (ii),,en,I007,qwen3-8b,,
amendment,An amendment adopted by such a Conference by a two-thirds majority of the Parties present and voting shall be communicated by the Secretary-General to all Parties for acceptance.,Article 16 / Rule 3 (a) and (b),,en,I007,qwen3-8b,,
amendment,"Unless the Conference decides otherwise, the amendment shall be deemed to have been accepted and shall enter into force in accordance with the procedures specified in paragraphs (2)(e) and (f) respectively of this article.",Article 16 / Rule 3 (c),,en,I007,qwen3-8b,,
amendment,Any Party that has declined to accept an amendment to an Annex shall be treated as a non-Party only for the purpose of application of th,Article 16 / Rule 3 (4),,en,I007,qwen3-8b,,
ACCORD,un accord international portant sur la conservation d'une ou de plusieurs espèces migratrices au sens des Articles IV et V de la présente Convention,Article 1 / Règle 1,,fr,I008,qwen3-8b,,
Espèce migratrice,"l'ensemble de la population ou toute partie séparée géographiquement de la population de toute espèce ou de tout taxon inférieur d'animaux sauvages, et dont une fraction importante franchit cycliquement et de façon prévisible une ou plusieurs des limites de juridiction nationale",Article 1 / Règle 1,,fr,I008,qwen3-8b,,
Etat de conservation d'une espèce migratrice,"l'ensemble des influences qui, agissant sur cette espèce migratrice, peuvent affecter à long terme sa répartition et l'importance de sa population",Article 1 / Règle 1,,fr,I008,qwen3-8b,,
L'état de conservation,sera considéré comme «favorable» lorsque: 1) les données relatives à la dynamique des populations de l'espèce migratrice en question indiquent que cette espèce continue et continuera à long terme à constituer un élément viable des écosystèmes auxquels elle appartient; 2) l'étendue de l'aire de répartition de cette espèce migratrice ne diminue ni ne risque de diminuer à long terme,Article 1 / Règle 1,,fr,I008,qwen3-8b,,
Partie,"un Etat ou toute organisation d'intégration économique régionale constituée par des Etats souverains ayant compétence pour négocier, conclure et appliquer des accords internationaux dans les matières couvertes par la présente Convention, à l'égard desquels la présente Convention est en vigueur",Article 1 / Règle 1,,fr,I008,qwen3-8b,,
En danger,"pour une espèce migratrice donnée, qui effectuent des migrations qui leur font franchir des limites de juridiction nationale ou dont les migrations se déroulent à l'extérieur de ces limites",Article 1 / Règle 1,,fr,I008,qwen3-8b,,
Etats membres,ne sont pas habilités à exercer ces droits séparément,Article 1 / Règle 1,,fr,I008,qwen3-8b,,
décision,est prise à la majorité des deux tiers ou à l'unanimité des «Parties présentes et votantes»,Article 1 / Règle 1,,fr,I008,qwen3-8b,,
Parties présentes et votantes,cela signifie «les Parties présentes et qui se sont exprimées par un vote affirmatif ou négatif»,Article 1 / Règle 1,,fr,I008,qwen3-8b,,
Aire de répartition,"l'ensemble des surfaces terrestres ou aquatiques qu'une espèce migratrice habite, fréquente temporairement, traverse ou survole à un moment quelconque le long de son itinéraire habituel de migration;",g),,fr,I008,qwen3-8b,,
Habitat,toute zone à l'intérieur de l'aire de répartition d'une espèce migratrice qui offre les conditions de vie nécessaires à l'espèce en question;,h),,fr,I008,qwen3-8b,,
Etat de l'aire de répartition,"pour une espèce migratrice donnée, tout Etat (et, le cas échéant, toute autre Partie visée au sous-paragraphe k) ci-dessous) qui exerce sa juridiction sur une partie quelconque de l'aire de répartition de cette espèce migratrice, ou encore, un Etat dont les navires battant son pavillon procèdent à des prélèvements sur cette espèce en dehors des limites de juridiction nationale;",i),,fr,I008,qwen3-8b,,
Effectuer un prélèvement,"prélever, chasser, pêcher, capturer, harceler, tuer délibérément ou tenter d'entreprendre l'une quelconque des actions précitées;",j),,fr,I008,qwen3-8b,,
Parties,présente Article.,Article III,,fr,I008,qwen3-8b,,
espèces migratrices,espèces migratrices figurant à l'Annexe I; et,Article IV,,fr,I008,qwen3-8b,,
ACCORDS,ACCORDS portant sur la conservation et la gestion des espèces migratrices figurant à l'Annexe II.,Article IV,,fr,I008,qwen3-8b,,
Annexe I,L'Annexe I énumère des espèces migratrices en danger.,Article III,,fr,I008,qwen3-8b,,
Annexe II,"L'Annexe II énumère des espèces migratrices dont l'état de conservation est défavorable et qui nécessitent la conclusion d'accords internationaux pour leur conservation et leur gestion, ainsi que celles dont l'état de conservation bénéficierait d'une manière significative de la coopération internationale qui résulterait d'un accord international.",Article III,,fr,I008,qwen3-8b,,
espèces migratrices en danger,L'Annexe I énumère des espèces migratrices en danger.,Article III,,fr,I008,qwen3-8b,,
espèce migratrice,"Une espèce migratrice peut figurer à l'Annexe I à condition qu'il soit établi sur la base de données probantes, notamment des meilleures données scientifiques disponibles, que cette espèce est en danger.",Article III,,fr,I008,qwen3-8b,,
état de conservation,"Une espèce migratrice peut figurer à l'Annexe I à condition qu'il soit établi sur la base de données probantes, notamment des meilleures données scientifiques disponibles, que cette espèce est en danger.",Article III,,fr,I008,qwen3-8b,,
habitat,ceux des habitats de ladite espèce qui sont importants pour écarter de cette espèce le danger d'extinction;,Article V,,fr,I008,qwen3-8b,,
danger d'extinction,ceux des habitats de ladite espèce qui sont importants pour écarter de cette espèce le danger d'extinction;,Article V,,fr,I008,qwen3-8b,,
ACCORDS,d'ACCORDS portant sur la conservation et la gestion des espèces migratrices figurant à l'Annexe II.,Article III,,fr,I008,qwen3-8b,,
mesures,des mesures en vue de conclure des accords portant sur toute population ou toute partie séparée géographiquement de la population de toute espèce ou de tout taxon inférieur d'animaux sauvages dont une fraction franchit périodiquement une ou plusieurs des limites de juridiction nationale.,Article V,,fr,I008,qwen3-8b,,
limites de juridiction nationale,des mesures en vue de conclure des accords portant sur toute population ou toute partie séparée géographiquement de la population de toute espèce ou de tout taxon inférieur d'animaux sauvages dont une fraction franchit périodiquement une ou plusieurs des limites de juridiction nationale.,Article V,,fr,I008,qwen3-8b,,
ACCORD,l'ensemble de l'aire de répartition de l'espèce migratrice concernée et devrait être ouvert à l'adhésion de tous les Etats de l'aire de répartition de ladite espèce qu'ils soient Parties à la présente Convention ou non.,Article VI 1.,,fr,I008,qwen3-8b,,
aire de répartition,l'ensemble de l'aire de répartition de l'espèce migratrice concernée et devrait être ouvert à l'adhésion de tous les Etats de l'aire de répartition de ladite espèce qu'ils soient Parties à la présente Convention ou non.,Article VI 1.,,fr,I008,qwen3-8b,,
Espèce migratrice,l'ensemble de l'aire de répartition de l'espèce migratrice concernée et devrait être ouvert à l'adhésion de tous les Etats de l'aire de répartition de ladite espèce qu'ils soient Parties à la présente Convention ou non.,Article VI 1.,,fr,I008,qwen3-8b,,
Etats de l'aire de répartition,l'ensemble de l'aire de répartition de l'espèce migratrice concernée et devrait être ouvert à l'adhésion de tous les Etats de l'aire de répartition de ladite espèce qu'ils soient Parties à la présente Convention ou non.,Article VI 1.,,fr,I008,qwen3-8b,,
Partie,l'ensemble de l'aire de répartition de l'espèce migratrice concernée et devrait être ouvert à l'adhésion de tous les Etats de l'aire de répartition de ladite espèce qu'ils soient Parties à la présente Convention ou non.,Article VI 1.,,fr,I008,qwen3-8b,,
Secrétariat,"le Secrétariat, utilisant les informations qu'il reçoit des Parties, tient à jour une liste des Etats de l'aire de répartition des espèces migratrices figurant aux Annexes I et II.",Article VI 1.,,fr,I008,qwen3-8b,,
Annexe I,l'ensemble de l'aire de répartition de l'espèce migratrice concernée et devrait être ouvert à l'adhèsion de tous les Etats de l'aire de répartition de ladite espèce qu'ils soient Parties à la présente Convention ou non.,Article VI 1.,,fr,I008,qwen3-8b,,
Annexe II,l'ensemble de l'aire de répartition de l'espèce migratrice concernée et devrait être ouvert à l'adhésion de tous les Etats de l'aire de répartition de ladite espèce qu'ils soient Parties à la présente Convention ou non.,Article VI 1.,,fr,I008,qwen3-8b,,
Espèce migratrices,l'ensemble de l'aire de répartition de l'espèce migratrice concernée et devrait être ouvert à l'adhésion de tous les Etats de l'aire de répartition de ladite espèce qu'ils soient Parties à la présente Convention ou non.,Article VI 1.,,fr,I008,qwen3-8b,,
Prélèvement,le prélèvement d'animaux appartenant à cette espèce.,Article VI 1.,,fr,I008,qwen3-8b,,
Cétacés,tout prélèvement qui ne serait pas autorisé à l'égard de ladite espèce migratrice aux fins de la présente Convention.,Article VI 1.,,fr,I008,qwen3-8b,,
Dérogation,Des dérogations à cette interdiction ne peuvent être accordées que lorsque:,Article VI 1.,,fr,I008,qwen3-8b,,
Fins scientifiques,le prélèvement est effectué à des fins scientifiques;,Article VI 1.,,fr,I008,qwen3-8b,,
Propagation,le prélèvement est effectué en vue d'améliorer la propagation ou la survie de l'espèce en question;,Article VI 1.,,fr,I008,qwen3-8b,,
Survie,le prélèvement est effectué en vue d'améliorer la propagation ou la survie de l'espèce en question;,Article VI 1.,,fr,I008,qwen3-8b,,
Mécanismes appropriés,"établir, si nécessaire, les mécanismes appropriés pour aider à la mise en oeuvre des objectifs de l'ACCORD, en surveiller l'efficacité, et préparer des rapports pour la Conférence des Parties;",Article VI 1.,,fr,I008,qwen3-8b,,
Différends,prévoir des procédures pour le règlement des différends susceptibles de survenir entre les Parties audit ACCORD;,Article VI 1.,,fr,I008,qwen3-8b,,
Rapports,prévoir des procédures pour le règlement des différends susceptibles de survenir entre les Parties audit ACCORD;,Article VI 1.,,fr,I008,qwen3-8b,,
Conférence des Parties,prévoir des procédures pour le règlement des différends susceptibles de survenir entre les Parties audit ACCORD;,Article VI 1.,,fr,I008,qwen3-8b,,
Autorité nationale,chaque Partie désignera l'autorité nationale qui sera chargée de la mise en oeuvre de l'ACCORD;,Article VI 1.,,fr,I008,qwen3-8b,,
Itinéraire de migration,identifier l'espèce migratrice qui en fait l'objet;,Article VI 1.,,fr,I008,qwen3-8b,,
Aire de répartition,identifier l'espèce migratrice qui en fait l'objet;,Article VI 1.,,fr,I008,qwen3-8b,,
Espèce,identifier l'espèce migratrice qui en fait l'objet;,Article VI 1.,,fr,I008,qwen3-8b,,
Introduction d'espèces exotiques,contrôler strictement l'introduction d'espèces exotiques ou en surveillant ou éliminant celles qui ont déjà été introduites.,Article VI 1.,,fr,I008,qwen3-8b,,
Espèces exotiques,contrôler strictement l'introduction d'espèces exotiques ou en surveillant ou éliminant celles qui ont déjà été introduites.,Article VI 1.,,fr,I008,qwen3-8b,,
Introduites,contrôler strictement l'introduction d'espèces exotiques ou en surveillant ou éliminant celles qui ont déjà été introduites.,Article VI 1.,,fr,I008,qwen3-8b,,
Dérogations,Des dérogations à cette interdiction ne peuvent être accordées que lorsque:,Article VI 1.,,fr,I008,qwen3-8b,,
Améliorer la propagation,le prélèvement est effectué en vue d'améliorer la propagation ou la survie de l'espèce en question;,Article VI 1.,,fr,I008,qwen3-8b,,
Améliorer la survie,le prélèvement est effectué en vue d'améliorer la propagation ou la survie de l'espèce en question;,Article VI 1.,,fr,I008,qwen3-8b,,
ACCORD,"Tout ACCORD, lorsque cela s'avère approprié et possible, devrait aussi et notamment prévoir",5.,,fr,I008,qwen3-8b,,
Conférence des Parties,La Conférence des Parties constitue l'organe de décision de la présente Convention,Article VII 1.,,fr,I008,qwen3-8b,,
Secrétariat,Le Secrétariat convoque une session de la Conférence des Parties deux ans au plus tard après l'entrée en vigueur de la présente Convention,Article VII 2.,,fr,I008,qwen3-8b,,
habitat,"la conservation et, lorsque cela est nécessaire et possible, la restauration des habitats qui sont importants pour le maintien d'un état de conservation favorable et la protection desdits habitats contre les divers facteurs qui pourraient leur porter atteinte",Article VII 3. e),,fr,I008,qwen3-8b,,
